"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26","test with annotation steps","Gradle suite","Wed Nov 06 16:54:55 GMT 2024","passed","Wed Nov 06 16:54:55 GMT 2024","com.example.testng.StepTest","Gradle test","com.example.testng.StepTest","test with annotation steps"
"","4","test with lambda steps","Gradle suite","Wed Nov 06 16:54:55 GMT 2024","passed","Wed Nov 06 16:54:55 GMT 2024","com.example.testng.StepTest","Gradle test","com.example.testng.StepTest","test with lambda steps"
