"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 27 16:10:32 GMT 2024","Fri Sep 27 16:10:32 GMT 2024","4","Gradle suite","Gradle test","com.example.testng.StepTest","com.example.testng.StepTest","test with lambda steps","test with lambda steps",""
"passed","Fri Sep 27 16:10:32 GMT 2024","Fri Sep 27 16:10:32 GMT 2024","25","Gradle suite","Gradle test","com.example.testng.StepTest","com.example.testng.StepTest","test with annotation steps","test with annotation steps",""
